"Speciality","contract","Check_Type","LicenseNumber","LocationNumber","FacInstanceId","FacilityType","FacilityName","FacilityStatus","LocationAddress","LocationCity","LocationState","LocationZipCode","LocationCounty","MailAddress","MailCity","MailState","MailZipCode","TelephoneNmbr","FaxNmbr","ConfidentialFaxNmbr","RCSRegionUnit","SpecialityCode","ContractCode","FacilityPOC","LicensedBedCount","LicenseExpirationDate","CheckCompleteDate","CheckType","POCId","MemoryCertFlag","Has Reports?","Reports Location",
"None","No Contract","","212","60000752","30017","BH  ","HORIZON HOUSE","OP    ","900  UNIVERSITY ST","SEATTLE","WA","98101","King","900 University St","SEATTLE","WA","98101","(206) 624-3700","","(206) 826-0822","2J","","","Hallett, Brittany","90","8/31/2026 12:00:00 AM","","","1258129","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=212",
"None","No Contract","","945","60000757","30267","BH  ","IDA CULVER HOUSE BROADVIEW","OP    ","12505 GREENWOOD AVE N","SEATTLE","WA","98133","King","12505 GREENWOOD AVE N","SEATTLE","WA","98133","(206) 361-1989","","(206) 368-3757","2J","","","Mulvaney, Kim","104","1/31/2027 12:00:00 AM","","","800387","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=945",
"None","No Contract","","2660","60000756","48540","BH  ","Ida Culver House Ravenna","OP    ","2315 NE 65th St","Seattle","WA","98115","King","2315 NE 65th St","Seattle","WA","98115","(206) 523-7315","","(206) 729-4972","2J","","","Gerhard, Sarah","7","9/30/2026 12:00:00 AM","","","750006","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2660",
"None","No Contract","","2375","60000760","44179","BH  ","ISLAND HOUSE","OP    ","7810 SE 30th St","Mercer Island","WA","98040","King","7810 SE 30th St","Mercer Island","WA","98040","(206) 236-0502","(206) 236-7323","","2J","","","Anderson, Wilson","79","2/28/2027 12:00:00 AM","","","1152104","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2375",
"None","Specialized Dementia Care, Enhanced Adult Residential Care","","2548","60009652","45750","BH  ","Jefferson House Memory Care Community","OP    ","12217 NE 128th Street","Kirkland","WA","98034","King","12217 NE 128th Street","Kirkland","WA","98034","(425) 202-7254","","(425) 307-1291","2D","","1027XS-12 , 1006XS-12 ","Lince, Heather","80","8/31/2026 12:00:00 AM","","","780585","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2548",
"None","No Contract","","681","60000763","30129","BH  ","JUDSON PARK RETIREMENT COMMUNITY","OP    ","23600 MARINE VIEW DR S","DES MOINES","WA","98198","King","23600 MARINE VIEW DR S","DES MOINES","WA","98198","(206) 824-4000","","(206) 878-6404","2D","","","Boyar, Jonathan","52","9/30/2026 12:00:00 AM","","","749592","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=681",
"None","Specialized Dementia Care, Enhanced Adult Residential Care, Assisted Living SOW","","2566","60008930","46610","BH  ","Kenmore Senior Living","OP    ","7221 NE 182nd St","Kenmore","WA","98028","King","7221 NE 182nd St","Kenmore","WA","98028","(425) 481-4200","","","2J","","1027XS-12 , 1006XS-12 , 1002XS-12 ","Aldrich, Kathleen Katie","100","8/31/2026 12:00:00 AM","","","750019","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2566",
"None","No Contract","","2599","60000771","46733","BH  ","Keystone","OP    ","3515 Woodland Park Ave N","Seattle","WA","98103","King","3515 Woodland Park Ave N","Seattle","WA","98103","(206) 461-6990","","","2J","","","Parks, Deborah","64","12/31/2026 12:00:00 AM","","","749707","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2599",
"None","WCF Respite, WCF ALF SOW, Enhanced Adult Residential Care","","2519","60009632","45308","BH  ","Kin On Assisted Living","OP    ","5214 42nd Ave S","Seattle","WA","98118","King","5214 42nd Ave S","Seattle","WA","98118","(206) 721-0954","","(206) 723-1281","2J","","1404XS-12 , 1404XS-12 , 1006XS-12 ","Li, Mingchen","25","10/31/2026 12:00:00 AM","","","1014221","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2519",
"None","No Contract","","1052","60007407","30349","BH  ","LAKESHORE","OP    ","11448 RAINIER AVE S","SEATTLE","WA","98178","King","11448 RAINIER AVE S","SEATTLE","WA","98178","(206) 772-1200","(206) 772-1299","","2J","","","Frere, Christopher","45","4/30/2027 12:00:00 AM","","","749231","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1052",
"None","No Contract","","2389","60000609","44118","BH  ","Laurel Cove Community","OP    ","17201 15th Ave NE","Shoreline","WA","98155","King","17201 15th Ave NE","Shoreline","WA","98155","(206) 364-9336","(206) 418-5249","","2J","","","Ford, Joshua","98","2/28/2027 12:00:00 AM","","","901214","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2389",
"None","Assisted Living SOW","","2493","60001311","45367","BH  ","Legacy House","OP    ","803 South Lane Street","SEATTLE","WA","98104","King","803 South Lane Street","SEATTLE","WA","98104","(206) 292-5187","","(206) 467-6376","2J","","1002XS-12 ","Huang, Min","74","2/28/2027 12:00:00 AM","","","749611","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2493",
"None","No Contract","","2547","60009640","45435","BH  ","Longhouse Bothell","OP    ","16605 122nd Place NE","Bothell","WA","98011","King","11417 124th Ave NE Ste 100","Kirkland","WA","98033","(206) 453-6748","","(425) 242-0439","2J","","","Long, Matthew","15","8/31/2026 12:00:00 AM","","","749984","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2547",
"None","No Contract","","2436","60000791","44467","BH  ","Madison House","OP    ","12215 NE 128th St","Kirkland","WA","98034","King","12215 NE 128th St","Kirkland","WA","98034","(425) 821-8210","","(425) 821-3745","2D","","","Miller, Tara","100","1/31/2027 12:00:00 AM","","","960161","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2436",
"None","No Contract","","2506","60009602","45581","BH  ","Merrill Gardens at Auburn","OP    ","18 1st St SE","Auburn","WA","98002","King","18 1st St SE","Auburn","WA","98002","(253) 258-3263","","(253) 275-1177","2D","","","Hottell, Natasha","65","5/31/2027 12:00:00 AM","","","1115060","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2506",
"None","No Contract","","2507","60009599","45582","BH  ","Merrill Gardens at Ballard","OP    ","2418 NW 56th St","Seattle","WA","98107","King","2418 NW 56th St","Seattle","WA","98107","(206) 838-8555","","(206) 256-9820","2J","","","Palm, Lisa L.","50","12/31/2026 12:00:00 AM","","","749815","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2507",
"None","No Contract","","2406","60009601","44198","BH  ","Merrill Gardens at Burien","OP    ","15020 5th Ave SW","Burien","WA","98166","King","15020 5th Ave SW","Burien","WA","98166","(206) 539-4995","","(206) 260-3614","2D","","","Nyoro, James","60","5/31/2027 12:00:00 AM","","","836827","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2406",
"None","No Contract","","2587","60009530","46854","BH  ","Merrill Gardens at Kirkland","OP    ","14 Main St S","Kirkland","WA","98033","King","1938 Fairview Ave East Ste 300","Seattle","WA","98102","(425) 828-2570","","(425) 828-2544","2D","","","Brock, Robert","40","2/28/2027 12:00:00 AM","","","749742","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2587",
"None","No Contract","","2598","60009502","46853","BH  ","Merrill Gardens at Renton Centre","OP    ","104 Burnett Ave S","Renton","WA","98057","King","104 Burnett Ave S","Renton","WA","98057","(425) 235-6400","","(425) 235-6403","2D","","","Thompson, Shelley M.","110","6/30/2026 12:00:00 AM","","","749429","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2598",
"None","No Contract","","2588","60009536","46851","BH  ","Merrill Gardens at The University","OP    ","5300 24th Ave NE","Seattle","WA","98105","King","5300 24th Ave NE","Seattle","WA","98105","(206) 523-8400","","(206) 523-6630","2J","","","Rice, Cheyenne","45","8/31/2026 12:00:00 AM","","","1125658","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2588",
"None","No Contract","","2727","60009673","49992","BH  ","Merrill Gardens at Tukwila","OP    ","112 Andover Park East","Tukwila","WA","98188","King","112 Andover Park East","Tukwila","WA","98188","(206) 420-3967","","","2D","","","Fowler, Shane J.","80","7/31/2026 12:00:00 AM","","","606192","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2727",
"None","No Contract","","2034","60009537","40058","BH  ","MIRABELLA","OP    ","116 FAIRVIEW AVENUE NORTH","SEATTLE","WA","98109","King","116 FAIRVIEW AVENUE NORTH","SEATTLE","WA","98109","(206) 254-1447","(206) 254-1417","","2J","","","Kuhlman, Max","63","3/31/2027 12:00:00 AM","","","750703","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2034",
"None","Specialized Dementia Care, Enhanced Adult Residential Care, Assisted Living SOW","","2564","60009660","46054","BH  ","Mirror Lake Village","OP    ","31000 9th Pl SW","Federal Way","WA","98023","King","31000 9th Pl SW","Federal Way","WA","98023","(206) 212-4208","","(206) 429-2766","2D","","1027XS-12 , 1006XS-12 , 1002XS-12 ","Baird, Rachel","120","2/28/2027 12:00:00 AM","","","1150579","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2564",
"None","No Contract","","2521","60009648","45634","BH  ","Murano Senior Living","OP    ","620 Terry Ave","Seattle","WA","98104","King","1938 Fairview Ave East","Seattle","WA","98102","(206) 202-4620","","(206) 676-5353","2J","","","Pickarz, Eric","130","11/30/2026 12:00:00 AM","","","749060","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2521",
"None","Assisted Living SOW","","1186","60001186","30479","BH  ","NIKKEI MANOR","OP    ","700 6TH AVE S","SEATTLE","WA","98104","King","700 6TH AVE S","SEATTLE","WA","98104","(206) 726-6460","","(206) 726-6475","2J","","1002XS-12 ","Nguyen, My","48","12/31/2026 12:00:00 AM","","","997506","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1186",
"None","Specialized Dementia Care, Enhanced Adult Residential Care, Assisted Living SOW","","2746","60008947","51137","BH  ","Normandy Park Senior Living","OP    ","16625 1st Ave S","Burien","WA","98148","King","16625 1st Ave S","Burien","WA","98148","(206) 241-0821","","","2D","","1027XS-12 , 1006XS-12 , 1002XS-12 ","Nyameteh, Naomi B.","120","2/28/2027 12:00:00 AM","","","1026213","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2746",
"None","Assisted Living SOW","","980","60003275","30291","BH  ","NORTHAVEN II ASSISTED LIVING","OP    ","531 NE 112TH ST","SEATTLE","WA","98125","King","531 NE 112TH ST","SEATTLE","WA","98125","(206) 362-8077","","(206) 365-0267","2J","","1002XS-12 ","Storti, Darlene S.","40","5/31/2027 12:00:00 AM","","","748997","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=980",
"None","No Contract","","2374","60006366","44180","BH  ","NORTHGATE PLAZA","OP    ","11030 NE 5TH AVE","SEATTLE","WA","98125","King","11030 NE 5TH AVE","SEATTLE","WA","98125","(206) 363-6740","(206) 364-8075","","2J","","","Worcester, Michelle J.","120","3/31/2027 12:00:00 AM","","","750196","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2374",
"None","Enhanced Adult Residential Care, Assisted Living SOW, Assisted Living Services ECS, Adult Residential Care","","2130","60000681","41497","BH  ","Olympic View Assisted Living","OP    ","21202 INTERNATIONAL BLVD","SEATAC","WA","98198","King","21202 INTERNATIONAL BLVD","SEATAC","WA","98198","(206) 878-0900","(206) 824-5932","","2D","","1006XS-12 , 1002XS-12 , 1006XS-12 , 1007XS-12 ","Snider, Leanna R.","54","8/31/2026 12:00:00 AM","","","228471","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2130",
"None","No Contract","","2551","60000889","46134","BH  ","Overlake Terrace","OP    ","2956 152nd Ave NE","Redmond","WA","98052","King","2956 152nd Ave NE","Redmond","WA","98052","(425) 883-0495","","(425) 896-1698","2D","","","Manus, Kimberly M.","150","9/30/2026 12:00:00 AM","","","749755","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2551",
"None","Assisted Living SOW","","1532","60008871","30738","BH  ","PARK PLACE","OP    ","6900 37TH AVENUE SOUTH","SEATTLE","WA","98118","King","6900 37TH AVENUE SOUTH","SEATTLE","WA","98118","(206) 722-7275","","(206) 723-7275","2D","","1002XS-12 ","Vince Cruz, Maura I.","156","5/31/2026 12:00:00 AM","","","774139","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1532",
"None","No Contract","","183","60000834","30014","BH  ","PARK SHORE","OP    ","1630 43RD AVE E","SEATTLE","WA","98112","King","1630 43RD AVE E","SEATTLE","WA","98112","(206) 329-0770","(206) 720-2102","","2J","","","Saeter, Randi","36","2/28/2027 12:00:00 AM","","","749609","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=183",
"None","Enhanced Adult Residential Care, Community Stability Supports Exhibit, Community Stability Supports Exhibit, Assisted Living SOW, Assisted Living Services ECS, Adult Residential Care","","2638","60000838","47715","BH  ","Parkside Retirement Community","OP    ","2902 I St NE","Auburn","WA","98002","King","2902 I St NE","Auburn","WA","98002","(253) 939-1332","","(253) 939-5216","2D","","1006XS-12 , 1006XS-12 , 1002XS-12 , 1002XS-12 , 1006XS-12 , 1007XS-12 ","Beckers, Christopher","94","3/31/2027 12:00:00 AM","","","1239032","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2638",
"None","Assisted Living SOW","","2121","60008707","41028","BH  ","PATRIOTS GLEN","OP    ","1640 148TH AVE SE","BELLEVUE","WA","98007","King","1640 148TH AVE SE","BELLEVUE","WA","98007","(425) 373-1161","","(425) 373-1662","2D","","1002XS-12 ","Moore, Roger E.","82","8/31/2026 12:00:00 AM","","","749048","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2121",
"None","Specialized Dementia Care, Enhanced Adult Residential Care, Assisted Living SOW, Adult Residential Care","","2245","60000842","42218","BH  ","PETERS CREEK RETIREMENT COMMUNITY","OP    ","14431 REDMOND WAY","REDMOND","WA","98052","King","14431 REDMOND WAY","REDMOND","WA","98052","(425) 869-2273","(425) 861-1876","","2D","","1027XS-12 , 1006XS-12 , 1002XS-12 , 1007XS-12 ","PRETTY, JENNIFER","70","7/31/2026 12:00:00 AM","","","749665","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2245",
"None","Specialized Dementia Care, Enhanced Adult Residential Care, Assisted Living SOW","","2239","60008895","42171","BH  ","Prestige Senior Living Auburn Meadows","OP    ","945 22nd St NE","Auburn","WA","98002","King","945 22nd St NE","Auburn","WA","98002","(253) 333-0171","","(253) 333-7650","2D","","1027XS-12 , 1006XS-12 , 1002XS-12 ","Traphagan, Hannah","110","1/31/2027 12:00:00 AM","","","974289","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2239",
"None","Enhanced Adult Residential Care, Assisted Living Services ECS","","2401","60009592","44067","BH  ","Provail","OP    ","1548 NE 175th St","Shoreline ","WA","98155","King","1548 NE 175th St","Shoreline ","WA","98155","(206) 420-8838","","(206) 826-1140","2J","","1006XS-12 , 1006XS-12 ","Grabinski, Amal B.","12","1/31/2027 12:00:00 AM","","","170361","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2401",
"None","Assisted Living SOW, Adult Residential Care","","198","60000806","30016","BH  ","Providence Mount St. Vincent","OP    ","4831 35th Ave SW","Seattle","WA","98126","King","4831 35th Ave SW","Seattle","WA","98126","(206) 937-3700","","(206) 938-8999","2J","","1002XS-12 , 1007XS-12 ","Gonzales-Lim, Maricor","122","12/31/2026 12:00:00 AM","","","959740","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=198",
"None","No Contract","","2458","60009621","45004","BH  ","Quail Park Memory Care Residences of West Seattle","OP    ","4515 41st Ave SW","Seattle","WA","98116","King","4515 41st Ave SW","Seattle","WA","98116","(206) 633-2273","","(206) 634-4901","2J","","","Anderson, Brian T.","66","8/31/2026 12:00:00 AM","","","750686","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2458",
"None","No Contract","","1158","60001158","30451","BH  ","RED OAK RESIDENCE OF NORTH BEND","OP    ","650 E NORTH BEND WAY","NORTH BEND","WA","98045","King","650 E NORTH BEND WAY","NORTH BEND","WA","98045","(425) 888-7108","","(425) 831-2344","2D","","","Jarboe, Amy","38","8/31/2026 12:00:00 AM","","","749805","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1158",
"None","Specialized Dementia Care, Enhanced Adult Residential Care","","2628","60000644","47678","BH  ","Redmond Heights Senior Living","OP    ","7950 Willows Rd NE","Redmond","WA","98052","King","7950 Willows Rd NE","Redmond","WA","98052","(425) 885-4157","","(425) 885-3951","2D","","1027XS-12 , 1006XS-12 ","Dasari, Sravanthi","85","12/31/2026 12:00:00 AM","","","1167331","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2628",
"None","Respite for Medicaid Alternative Care, Assisted Living SOW, Assisted Living Services ECS","","2018","60009529","39737","BH  ","REGENCY NEWCASTLE","OP    ","7454 NEWCASTLE GOLF CLUB ROAD","NEWCASTLE","WA","98059","King","7454 NEWCASTLE GOLF CLUB ROAD","NEWCASTLE","WA","98059","(425) 453-1508","(425) 228-6050","","2D","","1002XS-12 , 1002XS-12 , 1002XS-12 ","Brumell, Carissa","85","11/30/2026 12:00:00 AM","","","749373","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2018",
"None","Enhanced Adult Residential Care, Assisted Living SOW, Adult Residential Care","","2614","60000857","47534","BH  ","Renton Assisted Living","OP    ","71 SW VICTORIA ST","RENTON","WA","98057","King","71 SW VICTORIA ST","RENTON","WA","98057","(425) 226-8983","","(425) 226-9731","2D","","1006XS-12 , 1002XS-12 , 1007XS-12 ","Dailey, Annette S.","115","8/31/2026 12:00:00 AM","","","177707","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2614",
"None","Assisted Living SOW","","2725","60008806","50335","BH  ","Riverside East","OP    ","10315 EAST RIVERSIDE DR","BOTHELL","WA","98011","King","10315 EAST RIVERSIDE DR","BOTHELL","WA","98011","(425) 481-1976","","(425) 489-3046","2J","","1002XS-12 ","Maldonado, Maria","44","12/31/2026 12:00:00 AM","","","1054774","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2725",
"None","Enhanced Adult Residential Care, Assisted Living Services ECS","","2659","60001852","48733","BH  ","Ruthaven ALF LLC","OP    ","15843 SE 256TH ST","COVINGTON","WA","98042","King","15843 SE 256TH ST","COVINGTON","WA","98042","(253) 631-5600","","(253) 631-5610","2D","","1006XS-12 , 1006XS-12 ","Simon, Patrick D.","14","2/28/2027 12:00:00 AM","","","586779","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2659",
"None","No Contract","","2573","60009665","46453","BH  ","Silverado - Bellevue","OP    ","14428 NE 8th St","Bellevue","WA","98007","King","14428 NE 8th St","Bellevue","WA","98007","(425) 559-9115","","","2D","","","Mills, Kristina K.","56","5/31/2027 12:00:00 AM","","","544704","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2573",
